userId	geneSymbol	geneName	entrezgene	score	gLink
Tmsb4x	Tmsb4x	thymosin, beta 4, X chromosome	19241	0.70442576	https://www.ncbi.nlm.nih.gov/gene/?term=19241
Tmtc2	Tmtc2	transmembrane and tetratricopeptide repeat containing 2	278279	-0.713573525	https://www.ncbi.nlm.nih.gov/gene/?term=278279
Tnfaip1	Tnfaip1	tumor necrosis factor, alpha-induced protein 1 (endothelial)	21927	0.27475851	https://www.ncbi.nlm.nih.gov/gene/?term=21927
Tnfaip3	Tnfaip3	tumor necrosis factor, alpha-induced protein 3	21929	0.310319203	https://www.ncbi.nlm.nih.gov/gene/?term=21929
Tnfaip8l1	Tnfaip8l1	tumor necrosis factor, alpha-induced protein 8-like 1	66443	0.26137768	https://www.ncbi.nlm.nih.gov/gene/?term=66443
Tnfrsf10b	Tnfrsf10b	tumor necrosis factor receptor superfamily, member 10b	21933	0.29120331	https://www.ncbi.nlm.nih.gov/gene/?term=21933
Tnfrsf12a	Tnfrsf12a	tumor necrosis factor receptor superfamily, member 12a	27279	0.864690681	https://www.ncbi.nlm.nih.gov/gene/?term=27279
Tnfrsf1a	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	21937	0.568324499	https://www.ncbi.nlm.nih.gov/gene/?term=21937
Tnfsf12	Tnfsf12	tumor necrosis factor (ligand) superfamily, member 12	21944	-0.340470658	https://www.ncbi.nlm.nih.gov/gene/?term=21944
Tns1	Tns1	tensin 1	21961	-0.635772779	https://www.ncbi.nlm.nih.gov/gene/?term=21961
Tpbg	Tpbg	trophoblast glycoprotein	21983	0.329602634	https://www.ncbi.nlm.nih.gov/gene/?term=21983
Tpd52l2	Tpd52l2	tumor protein D52-like 2	66314	0.435428244	https://www.ncbi.nlm.nih.gov/gene/?term=66314
Tpm3	Tpm3	tropomyosin 3, gamma	59069	0.892801981	https://www.ncbi.nlm.nih.gov/gene/?term=59069
Tpm4	Tpm4	tropomyosin 4	326618	0.69644033	https://www.ncbi.nlm.nih.gov/gene/?term=326618
Tprgl	Tprgl	transformation related protein 63 regulated like	67808	-0.323787106	https://www.ncbi.nlm.nih.gov/gene/?term=67808
Tram1	Tram1	translocating chain-associating membrane protein 1	72265	0.296856283	https://www.ncbi.nlm.nih.gov/gene/?term=72265
Tril	Tril	TLR4 interactor with leucine-rich repeats	66873	-0.529907304	https://www.ncbi.nlm.nih.gov/gene/?term=66873
Tsc22d1	Tsc22d1	TSC22 domain family, member 1	21807	-1.424353594	https://www.ncbi.nlm.nih.gov/gene/?term=21807
Tsc22d3	Tsc22d3	TSC22 domain family, member 3	14605	-0.69077538	https://www.ncbi.nlm.nih.gov/gene/?term=14605
Tspan13	Tspan13	tetraspanin 13	66109	-1.009839726	https://www.ncbi.nlm.nih.gov/gene/?term=66109
Tspo	Tspo	translocator protein	12257	0.754199799	https://www.ncbi.nlm.nih.gov/gene/?term=12257
Ttll7	Ttll7	tubulin tyrosine ligase-like family, member 7	70892	-0.661863059	https://www.ncbi.nlm.nih.gov/gene/?term=70892
Tuba1b	Tuba1b	tubulin, alpha 1B	22143	-0.312638236	https://www.ncbi.nlm.nih.gov/gene/?term=22143
Tuba1c	Tuba1c	tubulin, alpha 1C	22146	0.911979484	https://www.ncbi.nlm.nih.gov/gene/?term=22146
Tubb6	Tubb6	tubulin, beta 6 class V	67951	1.003763305	https://www.ncbi.nlm.nih.gov/gene/?term=67951
Txn1	Txn1	thioredoxin 1	22166	0.5533466	https://www.ncbi.nlm.nih.gov/gene/?term=22166
Ube2l3	Ube2l3	ubiquitin-conjugating enzyme E2L 3	22195	0.283121586	https://www.ncbi.nlm.nih.gov/gene/?term=22195
Ube2m	Ube2m	ubiquitin-conjugating enzyme E2M	22192	0.381841472	https://www.ncbi.nlm.nih.gov/gene/?term=22192
Ube2n	Ube2n	ubiquitin-conjugating enzyme E2N	93765	0.283111442	https://www.ncbi.nlm.nih.gov/gene/?term=93765
Ube2v1	Ube2v1	ubiquitin-conjugating enzyme E2 variant 1	66589	0.379333852	https://www.ncbi.nlm.nih.gov/gene/?term=66589
Ubl3	Ubl3	ubiquitin-like 3	24109	-0.417340741	https://www.ncbi.nlm.nih.gov/gene/?term=24109
Ubl5	Ubl5	ubiquitin-like 5	66177	0.252870399	https://www.ncbi.nlm.nih.gov/gene/?term=66177
Ubtd1	Ubtd1	ubiquitin domain containing 1	226122	0.380487097	https://www.ncbi.nlm.nih.gov/gene/?term=226122
Uchl1	Uchl1	ubiquitin carboxy-terminal hydrolase L1	22223	0.290784752	https://www.ncbi.nlm.nih.gov/gene/?term=22223
Ucp2	Ucp2	uncoupling protein 2 (mitochondrial, proton carrier)	22228	0.740194617	https://www.ncbi.nlm.nih.gov/gene/?term=22228
Ufc1	Ufc1	ubiquitin-fold modifier conjugating enzyme 1	66155	0.398979795	https://www.ncbi.nlm.nih.gov/gene/?term=66155
Upp1	Upp1	uridine phosphorylase 1	22271	1.394757012	https://www.ncbi.nlm.nih.gov/gene/?term=22271
Uqcc2	Uqcc2	ubiquinol-cytochrome c reductase complex assembly factor 2	67267	0.276712438	https://www.ncbi.nlm.nih.gov/gene/?term=67267
Uqcrb	Uqcrb	ubiquinol-cytochrome c reductase binding protein	67530	0.346126054	https://www.ncbi.nlm.nih.gov/gene/?term=67530
Uqcrq	Uqcrq	ubiquinol-cytochrome c reductase, complex III subunit VII	22272	0.358548523	https://www.ncbi.nlm.nih.gov/gene/?term=22272
Ushbp1	Ushbp1	USH1 protein network component harmonin binding protein 1	234395	-0.42082136	https://www.ncbi.nlm.nih.gov/gene/?term=234395
Utrn	Utrn	utrophin	22288	-0.504987584	https://www.ncbi.nlm.nih.gov/gene/?term=22288
Vasp	Vasp	vasodilator-stimulated phosphoprotein	22323	0.284287047	https://www.ncbi.nlm.nih.gov/gene/?term=22323
Vat1	Vat1	vesicle amine transport 1	26949	0.295646287	https://www.ncbi.nlm.nih.gov/gene/?term=26949
Vcam1	Vcam1	vascular cell adhesion molecule 1	22329	2.637807393	https://www.ncbi.nlm.nih.gov/gene/?term=22329
Vcp	Vcp	valosin containing protein	269523	0.471524333	https://www.ncbi.nlm.nih.gov/gene/?term=269523
Vil1	Vil1	villin 1	22349	0.462318539	https://www.ncbi.nlm.nih.gov/gene/?term=22349
Vim	Vim	vimentin	22352	1.725075093	https://www.ncbi.nlm.nih.gov/gene/?term=22352
Vmp1	Vmp1	vacuole membrane protein 1	75909	0.594442498	https://www.ncbi.nlm.nih.gov/gene/?term=75909
Vsig2	Vsig2	V-set and immunoglobulin domain containing 2	57276	0.268985559	https://www.ncbi.nlm.nih.gov/gene/?term=57276
Vwf	Vwf	Von Willebrand factor	22371	0.740687382	https://www.ncbi.nlm.nih.gov/gene/?term=22371
Wdr1	Wdr1	WD repeat domain 1	22388	0.28872188	https://www.ncbi.nlm.nih.gov/gene/?term=22388
Wdr83os	Wdr83os	WD repeat domain 83 opposite strand	414077	0.350908646	https://www.ncbi.nlm.nih.gov/gene/?term=414077
Wfdc1	Wfdc1	WAP four-disulfide core domain 1	67866	-0.447215882	https://www.ncbi.nlm.nih.gov/gene/?term=67866
Wsb2	Wsb2	WD repeat and SOCS box-containing 2	59043	0.563599513	https://www.ncbi.nlm.nih.gov/gene/?term=59043
Wwtr1	Wwtr1	WW domain containing transcription regulator 1	97064	0.292964461	https://www.ncbi.nlm.nih.gov/gene/?term=97064
Xbp1	Xbp1	X-box binding protein 1	22433	0.465774082	https://www.ncbi.nlm.nih.gov/gene/?term=22433
Xdh	Xdh	xanthine dehydrogenase	22436	-0.851724657	https://www.ncbi.nlm.nih.gov/gene/?term=22436
Xpnpep1	Xpnpep1	X-prolyl aminopeptidase (aminopeptidase P) 1, soluble	170750	0.373437874	https://www.ncbi.nlm.nih.gov/gene/?term=170750
Ybx1	Ybx1	Y box protein 1	22608	0.617339117	https://www.ncbi.nlm.nih.gov/gene/?term=22608
Ypel3	Ypel3	yippee like 3	66090	-0.819534622	https://www.ncbi.nlm.nih.gov/gene/?term=66090
Ywhab	Ywhab	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide	54401	0.263650673	https://www.ncbi.nlm.nih.gov/gene/?term=54401
Ywhaz	Ywhaz	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide	22631	0.2619363	https://www.ncbi.nlm.nih.gov/gene/?term=22631
Zbtb20	Zbtb20	zinc finger and BTB domain containing 20	56490	-0.508913792	https://www.ncbi.nlm.nih.gov/gene/?term=56490
Zhx3	Zhx3	zinc fingers and homeoboxes 3	320799	-0.458742299	https://www.ncbi.nlm.nih.gov/gene/?term=320799
Zic2	Zic2	zinc finger protein of the cerebellum 2	22772	-0.692683767	https://www.ncbi.nlm.nih.gov/gene/?term=22772
